Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Конопленко,Алла,Костянтинівна,Жінка,1989-03-10,Стиліст,хутір Узин,"шосе Студентський 1-й, буд. 00 кв. 828, Богодухів, 48413",865 13 04,makar33@example.net
Вовк,Аарон,Степанович,Чоловік,2001-03-31,Складальник,місто Карлівка,"узвіз Обільний 1-й, буд. 049 кв. 5, Південне , 91777",872 33 19,opanas57@example.net
Охріменко,Ірина,Тарасівна,Жінка,1979-05-17,Художник,місто Липовець,"проспект Новикова, буд. 8 кв. 1, Червоносів, 63649",+380 63 401 92 69,vira93@example.com
Андрієнко,Владислав,Назарович,Чоловік,1983-09-26,Футболіст,хутір Євпаторія,"провулок Пересипська 5-та, буд. 961 кв. 911, Монастириська, 73630",+380 15 401-30-85,ieva37@example.org
Пилипенко,Веніямин,Олександрович,Чоловік,2007-08-26,Державний службовець,хутір Авдіївка,"площа Градоначальницька, буд. 22, Любомль, 34745",+380 10 177 64 81,nataliia82@example.com
Девдюк,Амвросій,Олександрович,Чоловік,1984-07-16,Актор,село Свалява,"проспект 4-та Суворовська, буд. 616 кв. 5, Знам'янка, 17484",+380 09 219-96-04,iprymachenko@example.net
Кабалюк,Євген,Костянтинович,Чоловік,1946-12-28,Математик,хутір Любомль,"проспект Желябова, буд. 94, Радехів, 03982",099 159 92 61,ievhenkhrystenko@example.net
Пушкар,Соломія,Юріївна,Жінка,1957-05-23,Промисловець,місто Деражня,"шосе Молодіжна, буд. 42, Буринь, 70589",045 547 25 25,drozdenkooleksa@example.com
Гаврилів,Аркадій,Степанович,Чоловік,2003-04-09,Психолог,селище Обухів,"узвіз Глиняна, буд. 21 кв. 94, Щастя , 85504",929 28 88,fperebyinis@example.com
Фастенко,Станіслав,Павлович,Чоловік,1973-05-19,Журналіст,село Суходільськ,"узвіз Слобідський узвіз, буд. 16, Арциз, 92746",+380 (80) 254-22-69,oartymyshyn@example.com
Рубан,Леопольд,Ілліч,Чоловік,1983-05-24,Епідеміолог,селище Жовква,"вулиця Іванівська, буд. 1 кв. 776, Горлівка, 09470",+380 03 734 49 30,fbezborodko@example.org
Ващенко,Розалія,Павлівна,Жінка,1970-05-18,Клавішник,селище Немирів,"вулиця Пролетарський 3-й, буд. 04 кв. 351, Сновськ, 58480",161 71 31,havrylo70@example.net
Атаманюк,Симон,Назарович,Чоловік,2000-09-23,М'ясник,село Кагарлик,"провулок Восьмого Березня Лінія 3-тя, буд. 05, Бахмут, 22144",230-94-96,mykhailynazakharenko@example.com
Ванченко,Йосип,Романович,Чоловік,1950-01-03,Доцент,село Ходорів,"площа Шишкіна 1-й, буд. 10 кв. 4, Сокаль, 39693",030 162 85 63,biakovenko@example.net
Каденюк,Марія,Юріївна,Жінка,1939-01-09,Паблік рилейшнз,село Глобине,"шосе Думська, буд. 2 кв. 9, Зборів, 79576",926 56 49,iakiv22@example.org
Штокало,Марʼяна,Іллівна,Жінка,1968-01-08,Круп'є,хутір Дніпро ,"проспект 1-ша Лінія Марії Демченко, буд. 017 кв. 9, Вугледар, 72124",065 366-89-81,dubynabohuslava@example.org
Засуха,Трохим,Олександрович,Чоловік,1953-06-18,Флорист,селище Ківерці,"вулиця Новгородський, буд. 968, Бар, 99380",+380 11 503-18-23,nazarkanivets@example.com
Єрьоменко,Прохір,Юрійович,Чоловік,1977-02-07,Стиліст,хутір Первомайський ,"провулок Данькевича, буд. 8 кв. 0, Калинівка , 01061",+380 89 431-47-04,wromanets@example.com
Колодуб,Гаврило,Тарасович,Чоловік,1979-10-28,Астрофізик,хутір Городище ,"узвіз Скляний 3-й, буд. 160, Радехів, 99861",+380 69 558-22-22,avhustyn26@example.org
Шведченко,Юстина,Іллівна,Жінка,1966-08-28,Фізик,хутір Кам'янка-Дніпровська,"парк Восьмого березня 3-й, буд. 13 кв. 1, Іршава, 12827",+380 23 916 16 95,gbabiichuk@example.com
Абрагамовська,Ірена,Назарівна,Жінка,1940-12-20,Патологоанатом,місто Хирів,"провулок Спаський, буд. 4, Кілія, 27507",238 89 96,jrubets@example.org
Гаврилів,Василина,Костянтинівна,Жінка,1948-08-29,Громадський діяч,місто Костянтинівка,"проспект Слобідська, буд. 166, Охтирка, 94252",+380 78 949-58-24,bohdanna40@example.net
Цимбалюк,Дан,Назарович,Чоловік,2008-04-28,Архітектор,селище Іловайськ,"шосе Дубова, буд. 5 кв. 6, Середина-Буда, 42078",076 157 45 76,ilienkostanislav@example.org
Асаула,Ярослава,Ярославівна,Жінка,1973-12-09,Географ,село Українськ,"сквер Тиха, буд. 270 кв. 34, Ланівці, 61787",+380 67 128-61-07,bazylevychostap@example.net
Гавриленко,Адам,"Данилович, Олександрович, Ярославович, Борисович, Тарасович, Євгенович",Чоловік,1978-04-17,Економіст,хутір Суми,"узвіз Бузкова, буд. 1, Долина , 79280",007 196-15-20,stepan30@example.com
Рябець,Володимира,Павлівна,Жінка,2001-08-13,Детектив,хутір Білопілля,"шосе Водопровідний 2-й, буд. 0 кв. 3, Довжанськ, 14566",019 125-53-58,aiarosh@example.net
Вакуленко,Ада,Юріївна,Жінка,1957-09-27,Мікробіолог,хутір Яворів,"провулок Лінія 30-та, буд. 38, Чигирин, 75601",075 774 67 86,violetta91@example.com
Запорожець,Остап,Ярославович,Чоловік,1973-12-05,Письменник,хутір Христинівка,"проспект ім. С.Ю. Вітте, буд. 7, Сновськ, 76429",096 476 56 79,viktoriia43@example.com
Гузь,Ірина,Данилівна,Жінка,1972-07-19,Зоолог,хутір Антрацит ,"вулиця Садова 1-ша, буд. 20, Жидачів, 71555",+380 45 172 08 28,vanchenkomaksym@example.net
Твердохліб,Варфоломій,Павлович,Чоловік,1989-06-19,Дизайнер,місто Торецьк,"сквер Солонцюватий, буд. 786, Рудки, 04682",+380 20 961 68 63,myron90@example.net
Єрченко,Єлисавета,Тарасівна,Жінка,1945-05-06,Етнограф,селище П'ятихатки,"набережна Приморський, буд. 087, Слов'янськ, 39957",+380 (64) 765-10-24,kalenychenkosviatoslava@example.net
Саєнко,Леонід,Ярославович,Чоловік,1978-02-25,Кінолог,село Севастополь,"площа Лейтенанта Шмідта, буд. 4, Суми, 48953",+380 02 199-43-43,nikoliukvasyl@example.net
Пелех,Ігнат,Тарасович,Чоловік,1998-01-19,Піаніст,село Кальміуське,"набережна Іванова 1-й, буд. 996 кв. 548, Білогірськ, 28848",732 18 03,valentynaiaremchuk@example.net
Вітер,Геннадій,Юрійович,Чоловік,1960-01-06,Реабілітолог,місто Бобринець,"провулок Товарний, буд. 84, Вільнянськ, 70317",+380 94 272 97 32,valenkonestor@example.com
Вітер,Єлисей,Степанович,Чоловік,1943-03-14,Кінорежисер,село Нетішин,"сквер Лінія 43-тя, буд. 75 кв. 74, Радомишль, 31825",+380 (44) 599-56-89,khoma23@example.com
Гузій,Едуард,Назарович,Чоловік,1978-10-06,Етнограф,місто Долинська,"шосе Пісочна, буд. 30, Зеленодольськ, 79738",+380 37 979-05-13,ldrobiazko@example.org
Наливайко,Богуслав,Святославович,Чоловік,1982-04-01,Провізор,місто Радомишль,"узвіз 3-тя Лінія 6-й ст. Люстдорфської дороги, буд. 70 кв. 303, Алушта, 81435",033 493-68-62,plukash@example.net
Ребрик,Андрій,Костянтинович,Чоловік,1989-09-30,Економіст,село Городище ,"набережна Ванний, буд. 540 кв. 0, Калуш, 05537",329-04-04,semen85@example.net
Дараган,Руслан,"Данилович, Олександрович, Ярославович, Борисович, Тарасович, Євгенович",Чоловік,1950-09-15,Професор,хутір Узин,"набережна Варненська, буд. 58, Тлумач, 46175",+380 (56) 534-09-77,kkabaliuk@example.org
